time,absolute_time,left_handed,right_handed,trigger_pull_amount_left,trigger_pull_amount_right,gesture_counter_UI,x_pressed,x_counter,gesture_counter,r_controller_translation_x,r_controller_translation_y,r_controller_translation_z,r_controller_rotation_x,r_controller_rotation_y,r_controller_rotation_z,r_controller_rotation_w,l_controller_translation_x,l_controller_translation_y,l_controller_translation_z,l_controller_rotation_x,l_controller_rotation_y,l_controller_rotation_z,l_controller_rotation_w,head_translation_x,head_translation_y,head_translation_z,head_rotation_x,head_rotation_y,head_rotation_z,head_rotation_w,pointer_translation_x,pointer_translation_y,pointer_translation_z,pointer_rotation_x,pointer_rotation_y,pointer_rotation_z,pointer_rotation_w,object_type,object_translation_x,object_translation_y,object_translation_z,object_rotation_x,object_rotation_y,object_rotation_z,object_rotation_w,activity
21.82542038,15:25:8:455,0,1,0,1,1,FALSE,0,1,-0.313,0.868,0.235,-0.1,0.065,0.987,0.105,-0.066,0.619,0.071,0.159,-0.087,0.97,0.162,-0.075,1.262,-0.199,0.018,-0.005,1,0.008,-0.316,0.872,0.289,0.15,-0.12,-0.081,0.978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.83982849,15:25:8:470,0,1,0,1,1,FALSE,0,1,-0.306,0.868,0.236,-0.098,0.069,0.988,0.099,-0.065,0.619,0.071,0.159,-0.086,0.97,0.162,-0.074,1.262,-0.2,0.02,-0.006,1,0.007,-0.309,0.872,0.29,0.146,-0.117,-0.076,0.979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.85335541,15:25:8:483,0,1,0,1,1,FALSE,0,1,-0.298,0.869,0.237,-0.095,0.071,0.988,0.096,-0.065,0.619,0.071,0.16,-0.086,0.97,0.162,-0.074,1.262,-0.201,0.022,-0.007,1,0.005,-0.3,0.873,0.291,0.145,-0.113,-0.073,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.86775589,15:25:8:498,0,1,0,1,1,FALSE,0,1,-0.289,0.869,0.238,-0.09,0.073,0.989,0.093,-0.065,0.619,0.071,0.16,-0.085,0.97,0.163,-0.074,1.262,-0.202,0.023,-0.008,1,0.004,-0.291,0.873,0.292,0.143,-0.108,-0.072,0.981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.881464,15:25:8:512,0,1,0,1,1,FALSE,0,1,-0.28,0.869,0.239,-0.086,0.073,0.989,0.093,-0.064,0.619,0.071,0.161,-0.085,0.97,0.164,-0.073,1.262,-0.203,0.025,-0.009,1,0.003,-0.282,0.873,0.293,0.143,-0.104,-0.072,0.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.89511299,15:25:8:525,0,1,0,1,1,FALSE,0,1,-0.272,0.869,0.24,-0.083,0.073,0.989,0.095,-0.064,0.619,0.07,0.161,-0.085,0.969,0.165,-0.073,1.262,-0.204,0.027,-0.009,1,0.001,-0.273,0.873,0.294,0.143,-0.102,-0.074,0.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.90924454,15:25:8:539,0,1,0,1,1,FALSE,0,1,-0.263,0.869,0.242,-0.081,0.076,0.989,0.093,-0.063,0.619,0.07,0.162,-0.084,0.969,0.165,-0.072,1.262,-0.205,0.029,-0.01,1,0,-0.264,0.874,0.296,0.14,-0.1,-0.073,0.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.9231739,15:25:8:553,0,1,0,1,1,FALSE,0,1,-0.253,0.869,0.243,-0.078,0.077,0.99,0.089,-0.063,0.619,0.07,0.162,-0.084,0.969,0.166,-0.072,1.262,-0.206,0.03,-0.011,0.999,-0.002,-0.254,0.874,0.297,0.139,-0.095,-0.07,0.983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.93746758,15:25:8:567,0,1,0,1,1,FALSE,0,1,-0.243,0.869,0.245,-0.073,0.079,0.99,0.088,-0.062,0.619,0.07,0.163,-0.084,0.969,0.167,-0.072,1.262,-0.207,0.032,-0.011,0.999,-0.003,-0.243,0.874,0.299,0.137,-0.09,-0.07,0.984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.95079041,15:25:8:581,0,1,0,1,1,FALSE,0,1,-0.233,0.87,0.246,-0.067,0.079,0.991,0.089,-0.062,0.612,0.071,0.164,-0.084,0.969,0.167,-0.071,1.262,-0.208,0.033,-0.012,0.999,-0.003,-0.232,0.875,0.3,0.137,-0.085,-0.072,0.984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.96472549,15:25:8:595,0,1,0,1,1,FALSE,0,1,-0.222,0.87,0.248,-0.062,0.08,0.991,0.09,-0.062,0.606,0.073,0.164,-0.084,0.968,0.168,-0.071,1.262,-0.209,0.035,-0.011,0.999,-0.004,-0.221,0.875,0.302,0.136,-0.08,-0.074,0.985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.979002,15:25:8:609,0,1,0,1,1,FALSE,0,1,-0.211,0.87,0.249,-0.057,0.085,0.991,0.087,-0.061,0.601,0.074,0.164,-0.084,0.968,0.168,-0.07,1.262,-0.21,0.036,-0.011,0.999,-0.004,-0.21,0.876,0.303,0.132,-0.074,-0.073,0.986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.99271011,15:25:8:623,0,1,0,1,1,FALSE,0,1,-0.2,0.87,0.251,-0.05,0.086,0.992,0.084,-0.061,0.601,0.074,0.164,-0.083,0.968,0.168,-0.07,1.262,-0.211,0.037,-0.011,0.999,-0.005,-0.198,0.876,0.305,0.131,-0.067,-0.071,0.987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.00682068,15:25:8:636,0,1,0,1,1,FALSE,0,1,-0.189,0.87,0.253,-0.044,0.081,0.992,0.086,-0.061,0.601,0.074,0.165,-0.083,0.968,0.168,-0.07,1.262,-0.211,0.039,-0.01,0.999,-0.007,-0.186,0.875,0.307,0.135,-0.062,-0.074,0.986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.02048302,15:25:8:650,0,1,0,1,1,FALSE,0,1,-0.178,0.87,0.254,-0.04,0.08,0.992,0.089,-0.06,0.6,0.074,0.165,-0.083,0.968,0.169,-0.069,1.262,-0.212,0.04,-0.009,0.999,-0.008,-0.175,0.875,0.308,0.136,-0.058,-0.078,0.986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.03575325,15:25:8:666,0,1,0,1,1,FALSE,0,1,-0.168,0.87,0.256,-0.037,0.082,0.992,0.086,-0.06,0.6,0.074,0.166,-0.084,0.968,0.169,-0.069,1.263,-0.213,0.041,-0.009,0.999,-0.01,-0.164,0.875,0.309,0.135,-0.054,-0.076,0.986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.04842758,15:25:8:679,0,1,0,1,1,FALSE,0,1,-0.157,0.87,0.257,-0.032,0.084,0.993,0.081,-0.06,0.6,0.074,0.167,-0.084,0.968,0.17,-0.068,1.263,-0.213,0.043,-0.009,0.999,-0.011,-0.153,0.876,0.31,0.132,-0.049,-0.072,0.987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.06224251,15:25:8:692,0,1,0,1,1,FALSE,0,1,-0.145,0.871,0.257,-0.025,0.089,0.993,0.079,-0.059,0.6,0.074,0.168,-0.084,0.967,0.17,-0.068,1.263,-0.214,0.044,-0.009,0.999,-0.011,-0.14,0.876,0.311,0.128,-0.042,-0.071,0.988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.07654762,15:25:8:707,0,1,0,1,1,FALSE,0,1,-0.133,0.871,0.259,-0.016,0.092,0.993,0.076,-0.059,0.601,0.074,0.168,-0.084,0.967,0.171,-0.067,1.263,-0.215,0.046,-0.009,0.999,-0.011,-0.127,0.877,0.312,0.126,-0.032,-0.071,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.08999634,15:25:8:720,0,1,0,1,1,FALSE,0,1,-0.121,0.87,0.26,-0.008,0.09,0.993,0.075,-0.058,0.607,0.073,0.169,-0.084,0.967,0.171,-0.067,1.263,-0.215,0.047,-0.009,0.999,-0.011,-0.114,0.876,0.313,0.127,-0.025,-0.072,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.10448647,15:25:8:734,0,1,0,1,1,FALSE,0,1,-0.109,0.87,0.261,-0.002,0.09,0.993,0.076,-0.056,0.611,0.071,0.169,-0.085,0.967,0.171,-0.066,1.263,-0.216,0.048,-0.008,0.999,-0.012,-0.102,0.875,0.314,0.127,-0.019,-0.074,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.11810303,15:25:8:748,0,1,0,1,1,FALSE,0,1,-0.098,0.87,0.262,0.001,0.089,0.993,0.079,-0.056,0.612,0.071,0.17,-0.085,0.967,0.171,-0.066,1.264,-0.216,0.048,-0.007,0.999,-0.012,-0.09,0.875,0.315,0.128,-0.016,-0.077,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.13336182,15:25:8:763,0,1,0,1,1,FALSE,0,1,-0.088,0.87,0.263,0.005,0.088,0.993,0.08,-0.055,0.612,0.071,0.17,-0.085,0.967,0.172,-0.065,1.264,-0.216,0.049,-0.007,0.999,-0.012,-0.079,0.875,0.316,0.129,-0.012,-0.079,0.988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.14581108,15:25:8:776,0,1,0,1,1,FALSE,0,1,-0.077,0.869,0.264,0.011,0.088,0.993,0.077,-0.054,0.612,0.072,0.171,-0.085,0.966,0.172,-0.065,1.264,-0.217,0.049,-0.006,0.999,-0.013,-0.068,0.874,0.317,0.129,-0.006,-0.078,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.1597023,15:25:8:790,0,1,0,1,1,FALSE,0,1,-0.067,0.869,0.265,0.018,0.089,0.993,0.074,-0.053,0.612,0.072,0.172,-0.085,0.966,0.172,-0.064,1.264,-0.217,0.05,-0.006,0.999,-0.014,-0.057,0.874,0.318,0.128,0.002,-0.076,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.17405891,15:25:8:804,0,1,0,1,1,FALSE,0,1,-0.057,0.869,0.266,0.026,0.091,0.993,0.071,-0.052,0.612,0.072,0.173,-0.085,0.966,0.173,-0.063,1.264,-0.217,0.051,-0.006,0.999,-0.014,-0.046,0.874,0.319,0.126,0.01,-0.075,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.18768311,15:25:8:818,0,1,0,1,1,FALSE,0,1,-0.047,0.869,0.267,0.033,0.095,0.993,0.066,-0.051,0.611,0.072,0.174,-0.085,0.966,0.174,-0.063,1.264,-0.217,0.051,-0.006,0.999,-0.014,-0.036,0.875,0.319,0.122,0.018,-0.071,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.20196724,15:25:8:832,0,1,0,1,1,FALSE,0,1,-0.038,0.87,0.267,0.037,0.098,0.993,0.061,-0.05,0.611,0.072,0.175,-0.086,0.965,0.175,-0.062,1.264,-0.217,0.052,-0.007,0.999,-0.014,-0.027,0.876,0.319,0.119,0.023,-0.068,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.21585464,15:25:8:846,0,1,0,1,1,FALSE,0,1,-0.029,0.87,0.267,0.041,0.099,0.992,0.06,-0.05,0.611,0.072,0.176,-0.085,0.965,0.175,-0.062,1.264,-0.217,0.053,-0.008,0.998,-0.013,-0.017,0.876,0.32,0.118,0.027,-0.067,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.22949028,15:25:8:859,0,1,0,1,1,FALSE,0,1,-0.02,0.869,0.268,0.044,0.098,0.992,0.06,-0.049,0.611,0.072,0.177,-0.085,0.965,0.176,-0.061,1.264,-0.217,0.054,-0.008,0.998,-0.012,-0.008,0.875,0.32,0.119,0.03,-0.068,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.2436924,15:25:8:874,0,1,0,1,1,FALSE,0,1,-0.012,0.868,0.269,0.048,0.096,0.992,0.061,-0.048,0.611,0.072,0.178,-0.085,0.965,0.176,-0.06,1.264,-0.217,0.055,-0.008,0.998,-0.012,0.001,0.874,0.321,0.121,0.033,-0.07,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.25732994,15:25:8:887,0,1,0,1,1,FALSE,0,1,-0.004,0.868,0.269,0.053,0.096,0.992,0.058,-0.047,0.611,0.072,0.178,-0.085,0.965,0.175,-0.06,1.264,-0.217,0.056,-0.007,0.998,-0.012,0.01,0.874,0.321,0.121,0.039,-0.068,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.27181625,15:25:8:902,0,1,0,1,1,FALSE,0,1,0.005,0.869,0.269,0.059,0.1,0.992,0.053,-0.046,0.611,0.073,0.179,-0.085,0.964,0.175,-0.059,1.264,-0.217,0.056,-0.007,0.998,-0.011,0.019,0.875,0.321,0.117,0.046,-0.064,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.28524208,15:25:8:915,0,1,0,1,1,FALSE,0,1,0.013,0.869,0.269,0.063,0.104,0.991,0.051,-0.046,0.611,0.073,0.179,-0.085,0.964,0.175,-0.059,1.264,-0.217,0.057,-0.006,0.998,-0.011,0.028,0.876,0.321,0.113,0.05,-0.063,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.29889488,15:25:8:929,0,1,0,1,1,FALSE,0,1,0.021,0.869,0.27,0.067,0.104,0.991,0.052,-0.045,0.611,0.073,0.18,-0.085,0.964,0.175,-0.058,1.264,-0.216,0.057,-0.006,0.998,-0.011,0.036,0.876,0.321,0.113,0.054,-0.066,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.31320953,15:25:8:943,0,1,0,1,1,FALSE,0,1,0.03,0.868,0.27,0.074,0.102,0.991,0.052,-0.044,0.611,0.073,0.181,-0.085,0.964,0.175,-0.058,1.264,-0.216,0.058,-0.007,0.998,-0.011,0.046,0.875,0.322,0.115,0.061,-0.067,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.32677078,15:25:8:957,0,1,0,1,1,FALSE,0,1,0.038,0.868,0.271,0.08,0.101,0.99,0.052,-0.043,0.611,0.073,0.182,-0.085,0.964,0.176,-0.057,1.264,-0.216,0.058,-0.007,0.998,-0.011,0.055,0.875,0.322,0.116,0.066,-0.068,0.989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.34106064,15:25:8:971,0,1,0,1,1,FALSE,0,1,0.046,0.868,0.271,0.084,0.1,0.99,0.053,-0.043,0.611,0.073,0.182,-0.085,0.964,0.176,-0.057,1.264,-0.216,0.059,-0.007,0.998,-0.01,0.063,0.874,0.322,0.117,0.071,-0.07,0.988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.35481834,15:25:8:985,0,1,0,1,1,FALSE,0,1,0.054,0.867,0.271,0.089,0.099,0.99,0.053,-0.042,0.61,0.073,0.183,-0.086,0.963,0.177,-0.056,1.264,-0.215,0.059,-0.007,0.998,-0.01,0.071,0.873,0.322,0.117,0.075,-0.071,0.988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.36981964,15:25:9:0,0,1,0,1,1,FALSE,0,1,0.061,0.867,0.271,0.093,0.1,0.989,0.053,-0.041,0.61,0.073,0.184,-0.086,0.963,0.177,-0.056,1.264,-0.215,0.059,-0.008,0.998,-0.011,0.078,0.873,0.322,0.117,0.079,-0.072,0.987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.3827343,15:25:9:13,0,1,0,1,1,FALSE,0,1,0.068,0.868,0.271,0.097,0.101,0.989,0.052,-0.041,0.61,0.073,0.185,-0.086,0.963,0.178,-0.055,1.264,-0.214,0.059,-0.008,0.998,-0.011,0.086,0.874,0.322,0.115,0.084,-0.072,0.987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.39652824,15:25:9:26,0,1,0,1,1,FALSE,0,1,0.074,0.868,0.271,0.102,0.103,0.988,0.049,-0.04,0.61,0.073,0.186,-0.087,0.962,0.178,-0.055,1.264,-0.214,0.06,-0.009,0.998,-0.011,0.093,0.875,0.322,0.113,0.089,-0.07,0.987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.41069603,15:25:9:41,0,1,0,1,1,FALSE,0,1,0.08,0.868,0.271,0.105,0.104,0.988,0.047,-0.04,0.61,0.073,0.186,-0.087,0.962,0.178,-0.054,1.264,-0.214,0.06,-0.01,0.998,-0.01,0.099,0.875,0.322,0.113,0.092,-0.069,0.987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.42432213,15:25:9:55,0,1,0,1,1,FALSE,0,1,0.087,0.867,0.272,0.108,0.102,0.988,0.047,-0.039,0.61,0.073,0.187,-0.088,0.962,0.178,-0.054,1.264,-0.213,0.061,-0.01,0.998,-0.01,0.106,0.874,0.322,0.114,0.095,-0.07,0.986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.43867302,15:25:9:69,0,1,0,1,1,FALSE,0,1,0.094,0.867,0.272,0.112,0.1,0.987,0.049,-0.039,0.61,0.073,0.187,-0.088,0.962,0.178,-0.053,1.264,-0.213,0.062,-0.011,0.998,-0.01,0.113,0.873,0.322,0.116,0.099,-0.072,0.986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.45224762,15:25:9:82,0,1,0,1,1,FALSE,0,1,0.1,0.867,0.273,0.117,0.1,0.987,0.049,-0.038,0.61,0.073,0.188,-0.088,0.962,0.178,-0.052,1.264,-0.213,0.062,-0.011,0.998,-0.01,0.12,0.873,0.323,0.116,0.104,-0.073,0.985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.4679203,15:25:9:98,0,1,0,1,1,FALSE,0,1,0.106,0.866,0.273,0.122,0.1,0.986,0.05,-0.038,0.61,0.073,0.188,-0.088,0.962,0.178,-0.052,1.264,-0.213,0.062,-0.011,0.998,-0.01,0.127,0.872,0.323,0.116,0.108,-0.075,0.985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.48027039,15:25:9:110,0,1,0,1,1,FALSE,0,1,0.113,0.866,0.273,0.127,0.1,0.986,0.051,-0.037,0.61,0.073,0.189,-0.088,0.962,0.179,-0.051,1.264,-0.212,0.063,-0.011,0.998,-0.009,0.134,0.872,0.323,0.115,0.113,-0.077,0.984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.49406052,15:25:9:124,0,1,0,1,1,FALSE,0,1,0.118,0.867,0.273,0.131,0.1,0.985,0.054,-0.037,0.61,0.073,0.189,-0.089,0.961,0.179,-0.051,1.264,-0.212,0.063,-0.012,0.998,-0.009,0.14,0.872,0.323,0.115,0.116,-0.081,0.983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.50832176,15:25:9:139,0,1,0,1,1,FALSE,0,1,0.124,0.867,0.273,0.134,0.1,0.984,0.055,-0.037,0.61,0.073,0.19,-0.089,0.961,0.179,-0.05,1.264,-0.212,0.064,-0.012,0.998,-0.009,0.146,0.872,0.322,0.115,0.119,-0.083,0.983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.52194595,15:25:9:152,0,1,0,1,1,FALSE,0,1,0.129,0.866,0.273,0.138,0.1,0.984,0.055,-0.036,0.61,0.073,0.191,-0.089,0.961,0.179,-0.05,1.263,-0.212,0.064,-0.012,0.998,-0.008,0.152,0.872,0.322,0.115,0.123,-0.084,0.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.53660965,15:25:9:167,0,1,0,1,1,FALSE,0,1,0.134,0.866,0.273,0.143,0.101,0.983,0.051,-0.036,0.61,0.072,0.191,-0.089,0.961,0.179,-0.049,1.263,-0.212,0.064,-0.012,0.998,-0.008,0.157,0.872,0.322,0.114,0.128,-0.081,0.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.54980659,15:25:9:180,0,1,0,1,1,FALSE,0,1,0.138,0.866,0.273,0.144,0.101,0.983,0.048,-0.036,0.61,0.072,0.191,-0.089,0.961,0.179,-0.049,1.263,-0.211,0.064,-0.012,0.998,-0.007,0.161,0.872,0.322,0.114,0.13,-0.078,0.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.56388283,15:25:9:194,0,1,0,1,1,FALSE,0,1,0.142,0.866,0.273,0.146,0.101,0.983,0.047,-0.035,0.611,0.072,0.191,-0.089,0.961,0.179,-0.048,1.263,-0.211,0.064,-0.013,0.998,-0.007,0.165,0.872,0.322,0.114,0.132,-0.078,0.982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.57807159,15:25:9:208,0,1,0,1,1,FALSE,0,1,0.147,0.866,0.273,0.148,0.101,0.983,0.044,-0.035,0.611,0.072,0.191,-0.089,0.961,0.18,-0.048,1.263,-0.211,0.064,-0.013,0.998,-0.006,0.17,0.872,0.322,0.114,0.135,-0.075,0.981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.59176445,15:25:9:222,0,1,0,1,1,FALSE,0,1,0.152,0.866,0.273,0.151,0.1,0.982,0.044,-0.035,0.611,0.072,0.191,-0.089,0.961,0.18,-0.048,1.263,-0.211,0.064,-0.013,0.998,-0.006,0.175,0.872,0.322,0.115,0.137,-0.076,0.981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.60605049,15:25:9:236,0,1,0,1,1,FALSE,0,1,0.157,0.865,0.274,0.153,0.1,0.982,0.045,-0.035,0.611,0.072,0.192,-0.089,0.961,0.179,-0.047,1.263,-0.211,0.064,-0.013,0.998,-0.005,0.181,0.871,0.322,0.115,0.14,-0.077,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.61977386,15:25:9:250,0,1,0,1,1,FALSE,0,1,0.162,0.865,0.274,0.158,0.099,0.981,0.046,-0.035,0.611,0.072,0.192,-0.09,0.961,0.179,-0.047,1.263,-0.211,0.064,-0.014,0.998,-0.005,0.186,0.871,0.322,0.115,0.144,-0.079,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.63482285,15:25:9:265,0,1,0,1,1,FALSE,0,1,0.167,0.865,0.274,0.161,0.099,0.981,0.045,-0.035,0.611,0.072,0.192,-0.09,0.961,0.179,-0.047,1.263,-0.211,0.064,-0.014,0.998,-0.005,0.191,0.871,0.322,0.115,0.147,-0.079,0.979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.64779091,15:25:9:278,0,1,0,1,1,FALSE,0,1,0.172,0.865,0.274,0.164,0.1,0.98,0.042,-0.035,0.611,0.072,0.192,-0.089,0.961,0.18,-0.046,1.263,-0.211,0.064,-0.014,0.998,-0.004,0.196,0.871,0.322,0.115,0.151,-0.077,0.979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.66184616,15:25:9:292,0,1,0,1,1,FALSE,0,1,0.177,0.865,0.274,0.168,0.1,0.98,0.04,-0.035,0.611,0.072,0.192,-0.089,0.96,0.181,-0.046,1.263,-0.211,0.065,-0.015,0.998,-0.004,0.202,0.871,0.321,0.115,0.155,-0.075,0.978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.67588425,15:25:9:306,0,1,0,1,1,FALSE,0,1,0.181,0.865,0.274,0.17,0.099,0.98,0.038,-0.035,0.611,0.071,0.192,-0.09,0.96,0.181,-0.046,1.263,-0.211,0.065,-0.015,0.998,-0.004,0.207,0.871,0.321,0.116,0.158,-0.074,0.978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.68959808,15:25:9:320,0,1,0,1,1,FALSE,0,1,0.186,0.864,0.273,0.171,0.097,0.98,0.038,-0.035,0.611,0.071,0.192,-0.09,0.96,0.181,-0.045,1.263,-0.211,0.065,-0.015,0.998,-0.004,0.211,0.87,0.321,0.117,0.159,-0.074,0.977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.70398331,15:25:9:334,0,1,0,1,1,FALSE,0,1,0.191,0.864,0.273,0.173,0.097,0.979,0.037,-0.036,0.611,0.071,0.192,-0.09,0.96,0.181,-0.045,1.263,-0.211,0.065,-0.014,0.998,-0.003,0.216,0.87,0.321,0.117,0.161,-0.074,0.977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.71756554,15:25:9:347,0,1,0,1,1,FALSE,0,1,0.196,0.864,0.273,0.178,0.098,0.979,0.032,-0.036,0.612,0.071,0.191,-0.09,0.96,0.181,-0.045,1.263,-0.211,0.065,-0.014,0.998,-0.003,0.222,0.87,0.32,0.116,0.167,-0.07,0.977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.73236275,15:25:9:363,0,1,0,1,1,FALSE,0,1,0.201,0.864,0.273,0.181,0.099,0.978,0.029,-0.036,0.612,0.071,0.191,-0.09,0.96,0.181,-0.045,1.263,-0.211,0.065,-0.014,0.998,-0.003,0.227,0.87,0.32,0.115,0.17,-0.068,0.976,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.74554443,15:25:9:375,0,1,0,1,1,FALSE,0,1,0.198,0.867,0.272,0.174,0.113,0.978,0.031,-0.036,0.612,0.071,0.191,-0.09,0.96,0.181,-0.044,1.263,-0.211,0.065,-0.014,0.998,-0.003,0.224,0.875,0.319,0.101,0.163,-0.068,0.979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.75940895,15:25:9:389,0,1,0,1,1,FALSE,0,1,0.189,0.867,0.27,0.152,0.117,0.981,-0.033,-0.037,0.612,0.071,0.191,-0.09,0.961,0.181,-0.044,1.263,-0.211,0.065,-0.014,0.998,-0.002,0.212,0.877,0.318,0.098,0.156,-0.001,0.983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.77395439,15:25:9:404,0,1,0,1,1,FALSE,0,1,0.195,0.862,0.273,0.17,0.087,0.982,-0.013,-0.037,0.612,0.071,0.191,-0.091,0.961,0.18,-0.044,1.263,-0.211,0.064,-0.013,0.998,-0.002,0.22,0.869,0.32,0.128,0.169,-0.024,0.977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.78735733,15:25:9:417,0,1,0,1,1,FALSE,0,1,0.194,0.865,0.271,0.162,0.102,0.982,0,-0.037,0.613,0.071,0.19,-0.091,0.961,0.179,-0.044,1.263,-0.211,0.064,-0.013,0.998,-0.002,0.219,0.872,0.319,0.112,0.158,-0.035,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.80181694,15:25:9:432,0,1,0,1,1,FALSE,0,1,0.197,0.865,0.271,0.165,0.103,0.981,0.004,-0.038,0.613,0.071,0.19,-0.092,0.961,0.179,-0.044,1.263,-0.211,0.064,-0.013,0.998,-0.002,0.221,0.872,0.319,0.112,0.16,-0.04,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
